"graphL1red" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
"1" 0 0.571188318604315 -0.820142654092441 0.624299899969166 -0.821797545076986 0.715670349809359 -0.857025629977137 0.674157240157537 -0.827857793459307 0 0.0428628380997405 0 0.0184655607883546 0 0.036950624727038 0 0.0372247575184479 0 0.044981943524568 0 0.00849404260096277 0 0.0271515806395667 0 0.0142533047632047 0 0.0364686232966744 0.130696835207414 0.114814773820746 0.0108301501391455 0.111643143203069 -0.0286359867098172 -0.0182913584790565 0.0203050032642086 0 0.0313036016192082 0.0739933969066234 0 0 0.0606872703601786 -0.00754820628864673 0.0592462933720228 0.0292667096493137 0.0482460879733435 0.0681793022217691 0 0 0 0 -0.00381927707513122 0 0 0.111735166723812 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2" 0.636596129793757 0 0.636465870661765 -0.81869984800158 0.761128765147115 -0.842113531075884 0.722964104891007 -0.821693475759962 0.754725999057628 0.0517253791441989 0 0.0503560768575798 -0.0405146143520885 0.0265486465876236 -0.00617916583054963 0.0362445705104649 0 0.0484080348201776 0.00151724345656843 0.00025254829851135 0.142022958055769 0.0396370225070312 0 0.0277749583163528 0.00758001261300119 0.0253749718645592 0.00751348220992092 0.0316139268946859 0.0801356679298352 0 0 0 0 0.215110758763729 0.00257865630173491 0.0813698937495764 0.0910776332056081 0 0.00531055867216224 0.039410992824754 -0.0559497168760861 0.109220960507259 0.0256437181775106 0.160336742262468 0.133571881349679 0.0894098793571443 -0.113078248248232 0.0948207163683753 0.0247861070772119 -0.0348234713870202 0.018162310629069 -0.0234259021220713 0.151077174438492 -0.0326852543490591 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3" -0.839920632265259 0.571949483512324 0 0.626670316490226 -0.83490543316522 0.713458095498648 -0.865859499721532 0.687437127149001 -0.862704012982723 0.00409025095776986 0 0.000197084349041732 0 0.00341756818217351 0 0.0248984679418657 0 0 0.0621679563225611 0 0.0583965717895412 0 0.0608566307985144 0 0.0650068116409084 0 0.0517608671876888 0.0316017053453826 0.0488015307089048 0 0 0.0847324763712065 0.100317518897559 0.00979939207113412 0.0649957031638771 0 0 0 0 0.110211038180727 -0.000772043206319622 0.097554189364088 0 0.0959758651622453 0.101341438191429 0 0 0 0 0 0 -0.0364431754385765 0.125307918269166 -0.0337484942456789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"4" 0.635162249810223 -0.818168432858678 0.638355918969714 0 0.728136218481548 -0.832582125926632 0.695225650706108 -0.833993321405494 0.739739520133788 0.0199037681113207 0.00684983570879592 0.0184333140676532 0 0 0 0.00996687873156585 0.0291332572722258 0.0136253346492989 0.0118632575294868 0 0.152141467156872 0.00146311382510257 0.0170861357950349 0.00596017611595719 0.0329560488865774 0.00855843199279967 0.0225232128387404 0.0273373912641756 0 0.0323370719108801 0 0.0231496536063691 0.0250835547972199 0.122340829427477 0 0.0268169274286544 0.0244550118465667 0 0 0.101387217489628 -0.0377143878985723 0.146453252291619 0.0893980237242054 0.201547676909003 0.125356310431216 0.10409765578174 -0.119280003404396 0.0954050062349154 0.0902338385370964 -0.0997039553006898 0.0877786989178113 0 0.0857563641212841 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"5" -0.834614351220368 0.63559327123907 -0.826955579242925 0.650440293781295 0 0.750527881969741 -0.852266597145966 0.715092259891109 -0.864786320356097 -0.0381306656375128 0.0143916330618207 -0.0399084067785403 0.00684409756439509 -0.0146020332830518 0.00111127054072235 -0.0198199984349429 0.0388021713861097 -0.0168497032232076 0.0109184754378073 0.0731706131034252 0.000213842294424986 0.0744644792671195 0 0.070428634214758 0.00923508921036572 0.0719619860234005 0.00121725032718909 0 0 0.0135605136038189 0 0.0842807258685893 0.089233733080666 0 -0.00233657122901088 0.0206721832155944 0.0753455935544926 0 0 0 -0.00174642813906085 0.0209462906974664 0.0151082119429935 0 0 0 -0.00137361231508469 0 0.00493275056922306 0 0 0 0.046802385681212 0.00756121533853102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6" 0.680774259077439 -0.815780223915043 0.673812449282125 -0.812151829564172 0.776274546903726 0 0.754309875971824 -0.808532576887888 0.781729933899635 0 0.0417414455639024 0 0.0203050014739239 0 0.0390266102476438 -0.00859799849024004 0.0605890233886659 0 0.00354387891762689 0.000469791507341737 0.118638067425557 0 0 0.00542172837690453 0 0 0 0.0521882880085328 0 0.0684825975250035 0 0.0188043968584828 0.00899372301533407 0.14537621931251 0 0.0460319640241338 0.0167531115144061 0 0 0 0 0.0293727775272486 0 0.078834971096672 0.0519842600868374 -0.0202981007586515 0.0183174665088626 -0.0159157787008633 0 0 0 0.028280269464164 0.047377045978777 0.0377160928644932 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"7" -0.799063865764658 0.571027206685653 -0.791548782093467 0.600300073152498 -0.779043479984118 0.697800924807218 0 0.659115401287418 -0.800560941690641 0.00375682811603331 0.0333181537932954 0.00250667856256783 0.0499614010747281 0 0.025286553327835 0.00483769598620741 0.0463206969972631 0.00709636946237651 0 0.00972403335534897 0 0.0246898762091973 0.00943158954205729 0.0294111783328356 0 0.0296051365815273 0 0 0 0 0 0.0833399191187906 0.110336004830842 0.0352563856688771 0.03614951479034 0.00433914724918281 0 0.0348539748659883 0.035947498038756 0 0 0 -0.060753552614443 0.0215525406500035 0 0.0985973447350659 -0.112330973225485 0.0997210605059517 0.0502070354899315 -0.0567375125753888 0.0461688387942307 -0.0501793977845083 0.064605838567612 -0.0593265137719213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"8" 0.681576654292433 -0.836197200472064 0.694265389151506 -0.852784817287072 0.789984404123373 -0.85016033842223 0.76311081053473 0 0.800163798124839 0.0896693472717618 0 0.0757803466036382 0 0.0569085592370778 0.00248909099963175 0.0731645899758792 0 0.0771129185874715 0 0 0.103723008374522 0 0 0 0 0 0 0.118227867881295 0.0327276950348121 0.0572769761822315 0.0605180418384964 -0.0560192320418443 -0.0604391124795138 0.176989958692845 -0.0177499071033684 0.0791138239900548 0 0.0704050471951639 0.0752991466868938 0.0269718829298429 -0.0520186847375504 0.0951283013471159 0.0732739474679289 0.121117945885559 0.0917507994550911 0.0155313280495584 -0.0154775400348008 0.0145519829444028 0 0 0 -0.00342858345327395 0.126837719727817 -0.0109906820915141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"9" -0.796490971923235 0.598980903140654 -0.81156776197405 0.626060720769866 -0.817128393613632 0.720580305043941 -0.826599390132418 0.692103325361178 0 0.0421691756974469 -0.00432956917303222 0.0308892287763285 -0.0172951792756198 0.0590689702924655 -0.0144536208279706 0.0553556779423275 0 0.0364916648455459 0 0.0171194246423716 0 0.00556298617681707 0 0 0 0 0 0.0427190674320313 0.0631384994392944 0 0.0797478744984116 -0.0249871310058146 -0.0186513489064353 0.0260131957545041 0 0.0618567345323995 0.0332256716767697 0.0362850188684847 0.0485089589331799 0.0423924975376344 0 0.0641533469575781 0.0742598752426361 0 0.0462270262250127 0.0240618440809063 -0.0365196417117543 0.0329864625131772 -0.0373311470109615 0.0484941929481953 -0.0361769824278039 0.0725959004670901 0 0.0599468134915386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"10" 0 0.026374801582483 0 0.028516267047656 0 0.00783037407353578 0 0.0153705441766616 0 0 0.603011590439269 -0.805029812177653 0.511512135261367 -0.800070377345873 0.542263572218376 -0.800854728568761 0.597162424017456 -0.814004525344247 0.0407265078533743 0.0451023714070909 0 0.0453145876710903 0 0.069071332854338 0.02710300991786 0.0484213022415603 0.0537484206066701 0.00212318666322602 0.0018748233582722 0 0 0.0866131342569994 0.0457262682794245 0 0 0 0.0474227647873462 -0.000125431448947845 0 0.0395956772092891 0 0.00123427391371164 0.062138128673187 0 0 0 0.00492520913945591 0 0.0860876425289706 -0.0144644054780707 0.0742048737206436 0.0231227744803217 -0.0880570051180427 0.0411001754784702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
