"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"errorsum",106774.392141989,105765.216560568,103641.910840849,107316.020024494,106505.505866633,105440.418706948,105952.264227102,105913.268873998,106660.836895452,109361.919168701,108050.466447809,107275.883240429,107543.854261035,105042.603923639,106443.130564332,106665.601443423,107265.176355992,109829.854791166,109193.649328904,109329.642081688,106508.28712279,105500.329347548,105718.414038991,108064.774220626,109377.64320231,106496.211700576,108929.343970392,108540.114775771,108178.516824408,105478.745671088,107206.415070621,107337.999582556,110548.055454964,108901.929288246,106617.461071068,107326.091551585,109628.678052721,108728.532592616,106878.029118295,107463.691618971,104700.338950377,107551.745883707,107435.976201442,108119.202717808,107874.476796347,107525.174217868,107217.258476631,105920.128618938,110543.93204255,107438.958865541,107458.772373671,111348.805684432,106735.627588715,109190.927871127,110322.970363137,107240.428210025,108622.08286081,108826.492498361,108396.680057944,106882.445069285,108056.018013198,107355.298879973,105332.375120461,105806.943103241,107204.044344924,105797.904653777,107784.64286512,107899.326014159,104835.364236527,106304.088693524,107969.798250955,107786.053288068,107655.931711029,107198.053710643,109532.973145924,108889.453889688,107812.169671764,107683.555364138,108454.417681489,108536.681631766,108404.632702151,105827.662736202,105869.59256386,107946.928419505,109858.715332008,107051.10560992,106952.482508968,108150.949163778,108243.014828686,106476.125237185,107013.072713222,108107.194521587,107297.36127664,107195.543801975,105750.788515781,106689.271545792,108722.10243328,109343.239522276,107604.785929115,107384.490214015
"errorsum",109271.931098992,106471.314682929,106834.438939338,108054.303593504,105683.701242727,106112.344939709,109472.328251059,108343.470808536,109308.947324217,107500.301076805,105314.061112452,109019.820595363,108387.175589993,106830.183022376,105730.658774277,108077.415278527,108156.649053689,108654.856438146,105864.40433309,106754.108119862,105297.394914157,106105.360556162,108124.342047063,107553.1575839,106889.807280105,105232.988206558,106581.328393861,108729.749742242,109992.720969369,110240.238333452,108775.893825878,105344.819510395,109907.62910748,108274.7690259,108837.880713156,106000.429432255,108053.432407019,108651.607793996,107086.72512612,107879.466052949,107552.207356541,108063.253707713,109210.36207149,109726.367292841,105712.980860829,108999.40755941,105684.291485799,107144.861111214,107556.685134965,108063.928267837,107854.560222385,109450.96577386,107672.245445719,108711.920864701,107289.18255814,107182.908258851,108240.333872095,108174.022176195,109533.3658065,107787.822364135,105660.44661586,106934.547064886,109019.282252335,107835.165235908,107681.427962847,109532.029096474,107218.40933034,106780.866783002,106491.370656751,106888.086040251,108531.580721207,109256.49959496,106938.297011357,107827.999143187,105282.353260538,108182.793049033,107818.480415705,106648.746271528,107199.514304776,106114.08495463,104354.052123883,109711.715995978,107774.307609986,107182.133331339,106557.88881273,110373.203640521,107457.626347451,107818.588026797,105444.572508621,109078.780697148,109247.383073327,107357.802026912,105653.885552472,105118.013232983,108288.034348655,107673.284418202,107972.780783651,106869.149272473,106321.569530631,106433.508713375
"errorsum",106101.592599679,107292.45610177,106171.439593044,106419.231220823,108521.767027054,107485.051428373,107753.90960869,107276.277207138,105591.382075148,108763.054576284,107085.06708669,110039.362607057,107099.517687705,107480.987237932,108525.809882404,107719.225849274,108361.341897472,105224.428197575,106856.675696452,108804.081606635,105866.469381759,106817.337756971,109365.547288958,107171.093773995,110823.86958386,105569.571588081,109571.436888041,107548.213056449,108214.513545437,105254.105330473,107536.010802501,106620.621195097,108161.922927507,107234.934554173,110207.619055086,108657.03771342,109952.179133881,107115.16540175,107004.279145884,108955.672517435,107523.537236481,108049.616120437,105742.230442081,108375.673338443,106210.191974082,104728.887438936,106838.378932572,108941.315478847,107342.621037212,108145.274346243,107739.684769466,107686.313098622,109023.781048192,108174.912967756,109180.166906141,106541.171499787,107648.373268329,105931.092769002,106086.84798095,105808.517438569,107133.020086284,106330.777691381,107661.232237141,108986.584314359,106482.550983345,105345.848830329,109811.656368211,106069.540638904,107383.791655133,108905.818668117,106585.275677676,110331.994161205,106932.564925083,108802.716585905,108783.06557552,105480.959609587,108601.726884715,109918.589212335,108368.505371832,107205.981920507,103709.463311058,106529.563006228,106073.641013001,107899.651498809,108455.374780771,106005.64378866,108154.775574814,106909.107230662,104860.174030675,104836.580084332,108970.782450588,110463.288827715,110139.124861741,104904.485130145,108119.809663109,105003.68097874,106187.751656746,111584.771550812,106571.638055852,105896.487084465
"errorsum",105914.488906505,106253.023603674,107669.969957471,109204.362831125,105881.891378876,108597.210681071,108899.078747659,109583.227700707,109356.108904724,104939.273304286,108847.123174706,106608.003294265,107900.10903318,108653.583231428,106639.774360383,107380.85452343,107258.370046046,105960.869905293,105881.21755082,106830.670360305,106236.058162513,109521.443737949,105073.089281894,105790.904953003,107985.611227194,106489.811563573,105704.168757157,108691.644845198,107774.430641114,108941.728217722,108428.873676791,108492.065243753,103089.886545661,107247.332375298,106439.244535832,107836.505192316,107988.611645489,107298.946310939,108470.885978137,107553.302706337,108865.388965776,108289.216280178,106032.74052176,106681.622956131,111275.301254935,109565.892311482,108207.756568851,109537.751115261,107367.353944074,106618.363977431,109131.202176619,107241.071061872,109331.79220932,107354.97375396,105537.136992364,107888.651302079,104874.836108793,104802.257366553,108148.907234571,109268.964394176,104805.317088822,107409.284645574,106467.837724314,108330.538572028,106530.418906203,108671.879298138,107645.184845913,107357.488041866,106263.19425913,108122.172540092,107391.010166657,105433.799460957,105898.553801882,111069.145916388,108574.406051412,108326.399198148,108048.724148849,108673.508956997,105957.568347993,106346.645380961,107887.43721767,109145.795844147,106095.17293652,107338.822307988,107697.369105874,107409.49711733,105567.114059219,109326.047320505,105747.88087709,107897.049766456,107798.852012807,105752.456756716,106693.258168924,109069.585381938,108305.434260871,109313.579882014,109258.572891852,106870.252745852,106013.937352184,109695.099869171
"errorsum",108512.922846522,105869.887562346,106272.481752678,108935.979034736,108546.316653462,107831.500639714,106601.489163806,106880.293721585,107171.12545423,108264.126238684,107122.42831608,108290.484540704,107939.124494381,106742.425813299,105990.758895398,106697.887843755,108885.123208985,107217.195022727,106975.977628784,108047.798050675,108171.172961704,109175.001720765,108217.617356244,106964.889770138,109003.394030888,107758.75030371,105054.438787657,107555.988973486,106921.908064911,109111.262039817,106661.045092371,107661.489880447,108216.379964445,106407.780595071,104689.740322909,107945.907974303,107084.78076695,108817.071300815,107076.720121341,105659.811331741,105831.069442642,110083.379804076,107021.14924018,106677.414823086,109235.256689132,108758.011565253,106887.468838828,107025.089584519,107204.075130367,108852.483247101,107023.955890009,104282.680639437,106537.250099683,106597.288973939,107165.431071791,108320.072369188,107923.092701121,105545.087289956,107657.354165461,108122.510665818,106441.744195882,108802.70977535,108278.92611448,104557.874332015,108084.257027055,106794.610500846,107139.985988484,107639.119096125,108903.769333688,106768.827565488,107304.219480837,108687.762568105,104869.634779753,104805.437902197,110058.690546966,104939.611765714,111085.441356868,109271.597988374,106869.59132834,106805.263992801,106948.22132484,108333.834380458,107617.480886925,108977.548711967,107119.375925159,108761.764536132,107350.983316471,109084.795702134,107459.819730742,107109.343003898,108738.232909125,107220.252659803,108764.011874342,108764.097305944,110133.886024376,105205.728165384,108048.623789151,107360.5043502,106717.712891129,107616.342428153
"errorsum",109073.216480816,108826.36511867,108331.382337191,107586.603596442,107120.283227958,105122.925077379,107298.492830125,108453.021193929,107288.368697281,105553.288178734,108571.860129171,108374.066471318,108223.776812991,107977.13323343,106446.656933133,108131.685024189,107181.865747427,106266.905350101,108078.138264775,108922.705670732,108093.611872737,108456.141070214,107806.592706775,108994.616848095,109097.486166169,107614.197698941,109123.60614686,106122.707679818,106107.462006866,108348.807668282,104198.832709555,108382.311052405,108709.43737714,108689.069488981,108182.877623769,106990.955194718,107539.627824394,105077.173379645,107631.610343687,107424.750459318,110324.179480625,106548.318785804,107591.28180035,109506.697366666,106545.127862191,109043.365200261,111033.089929211,108560.363425893,106905.739894191,107499.118251522,106305.681136172,105375.605799784,106780.464096256,109547.206860149,106359.818862817,106483.35733745,106972.472951666,106428.938224152,107045.721614157,106860.046096369,106520.710404282,107034.962469526,107921.138870022,104897.542032106,109792.550444258,108885.718249313,108305.707951694,106780.642176303,110297.980223124,104879.025018312,104617.108749082,110266.327536287,107384.77500156,107712.755392362,109129.105623264,105710.410798643,106447.085937729,107832.121039316,108189.3437973,105917.663374105,106757.761436114,107984.601255393,106325.84909203,107544.839194133,105849.060869341,108993.337981731,107476.590815532,107074.490173937,106374.559584181,106410.72345799,107767.442789244,107110.425008607,107206.308514321,107516.220404599,106967.017108137,106191.299327335,105577.496140723,106378.681304134,106031.457826451,107539.431886343
"errorsum",107008.874750987,106319.946980773,107336.112072549,105496.020712474,106938.569282781,106377.117322674,107799.570021038,108572.926877886,107396.778162877,107859.366507561,107945.630752097,109897.573150088,106053.479838991,106502.858009626,109069.560003654,107371.153098466,107494.373794952,106572.410277479,106137.527884211,107018.275322887,107464.742985966,108365.474475657,106305.122461444,108275.829427848,106842.215400313,105813.978405895,109957.378440472,107946.787100592,107409.108698346,106090.962981584,107633.614514964,107270.76272254,105302.486553872,107337.859200152,110221.513986024,106703.443884,106508.687914714,107375.923786171,107381.838183907,107593.920693185,108464.560320294,107985.569966198,106756.294444333,108452.305609719,107087.439487195,105773.782500327,108162.658154898,108580.890682555,109787.642697867,108210.8109364,106747.0842193,106403.196897452,107029.352500069,107626.825442997,110068.197778743,107378.490526935,108185.007093343,105691.864019838,109812.782098143,106878.181715019,105574.999705591,108459.293449954,107232.989709927,105557.105947556,107639.209250153,107269.721684374,107536.384397853,105944.67810838,109540.356995761,108648.227029943,109546.015745825,108638.066756867,107547.73517542,107273.18124025,108164.009734804,106585.881397138,104001.382724591,107432.606684939,107545.768935092,108138.406744829,108725.328779432,109165.133487147,106224.518992267,107960.416644347,106158.022555852,108354.929248087,110305.881937073,109233.947242421,107698.743550532,107180.0518379,107517.074843733,107057.848633286,108469.614292331,106881.506334658,107342.170550078,106913.415958355,105416.130971091,106620.977941764,107354.271946055,107578.421884486
"errorsum",107207.309850987,106815.697701462,107987.032072962,108122.345340683,108008.739457066,108817.763792823,108489.473167238,107139.284647535,106674.306839623,107008.648356774,106091.478630914,110209.628629784,110352.090847104,106422.573602882,106036.290009657,104116.390792853,106468.953335877,107471.424479062,107464.128218039,106934.959555335,107565.823096544,107535.735643424,107667.028937432,106862.480782433,107830.005725466,106893.885324223,107836.332357341,107280.391263681,106856.988144467,108449.424046933,108342.151930831,109391.923170038,110623.762671665,104726.192291143,106054.579158402,109749.631220131,108095.443238608,108540.560659231,107939.054110265,108612.200837062,108644.790391695,110682.133523402,106390.284150485,106167.31667883,106562.957143996,108233.237029726,110475.833178361,108628.753307021,105293.053841631,106579.772418718,108519.006304792,109282.245916754,108100.473277628,107030.557682662,107225.056273282,109365.837382906,107872.214300653,108480.95712836,107381.585931548,111748.438678147,107155.655750828,108893.538478047,108915.977249475,107483.845156453,107928.202419736,108850.336677686,108698.624934277,108235.61585778,104809.065721928,108438.31379794,107086.924519055,102493.254892267,107858.585985382,105686.073345686,108447.588629172,107894.230393794,107531.777709556,110098.382476731,107018.305897152,107756.149119078,106386.12468024,107797.085866435,105232.769165292,109384.274540455,106258.955111907,105927.358943395,110307.829679169,106749.813496417,108763.690252822,106582.077370187,106685.880661433,109734.451170805,106874.096293314,108005.184734617,106983.316021704,108267.306406119,108310.965804387,108232.622073766,108212.182046188,108265.433734992
"errorsum",107128.026136247,108770.428566021,108353.727872937,107686.051374153,108563.232533275,108603.423096612,110022.287117072,105101.26798012,107376.69920954,106400.918733889,108664.387843601,108763.133824001,107223.975745906,107557.594875661,105964.383736582,106376.880495006,108489.802074382,108958.068251214,107421.781791891,109767.298052378,109154.862146079,107758.979891562,106112.308846141,106169.52980792,108848.554897105,107181.13019613,108556.456461933,107618.839063767,106483.236959207,106953.31314796,106586.058493761,108130.832268961,107783.88621973,109598.829692636,106694.22137788,108657.84310259,106361.581765885,110507.789717638,107062.282594011,108369.486907381,105700.681682409,107435.948299718,106704.536226135,105959.974853861,106275.168049595,109419.152938693,107834.600295907,107116.003812156,106260.840619968,107908.385795007,107064.987988338,106741.801460012,107802.552729536,109419.33796404,108557.367062738,109572.384714791,108085.316095084,109436.72444879,105597.266088593,106313.028276301,107991.4468434,109183.219014943,108331.509950337,105485.223523278,107295.708471571,108692.943631566,106103.422221467,105699.117618819,109735.474158368,104042.710230916,108627.053688284,105894.326484189,109218.375023041,107404.499193199,107566.849796416,105075.777849508,108126.828589466,106829.447396377,107665.451978663,108274.593687658,107921.724340646,106122.631309529,106393.087802687,107841.406115777,107775.363326837,108948.815713139,107780.61441549,107038.255568612,110388.307117185,106626.019744858,109327.617783606,108898.448268834,106585.460545116,106793.335645257,109169.43647742,107906.198501294,106857.676060975,107726.057023033,105449.648213628,106981.255393665
"errorsum",107571.85218738,105869.48677321,105382.948308077,108612.790174424,106236.856082817,109565.650573948,108025.587658853,108575.824815406,106077.546213919,109033.439898802,108323.301489172,108975.788266551,108011.501558543,107996.966626473,110424.994955532,108112.221094879,110500.414140964,108584.8603818,105580.716835025,105784.558273162,108324.57940988,108568.829337904,106714.715041198,105638.22393601,107801.106148881,107623.471186211,107446.693937741,107420.099208416,108305.523212917,107264.134649015,107760.86965182,106839.130841933,107624.210645192,108155.588819745,105247.057249085,106747.052123061,107573.238373498,106618.819166114,109145.482467491,105411.889416423,106359.164906041,107143.25558246,107286.209460151,107286.792940318,107855.774482944,111295.600897524,108790.262650216,107771.132370525,105229.220624269,110615.807729395,109104.731932961,107723.549050761,108529.29709132,106978.735433528,107974.552069524,107139.549045954,109853.525746901,110966.315381769,107077.422803335,105474.368775524,108826.234099601,108201.582774465,106733.041888784,108738.824143228,108708.503270521,108465.019968992,106371.665490331,106762.754865972,109448.013795901,106906.741173817,108702.543194566,109412.437366718,109219.670647242,107459.734085135,107588.168225095,104998.032936689,105948.001534335,108087.107585399,106184.516794396,106488.358696548,106512.237772244,107913.090324896,108086.56771698,108797.660172448,109520.440146967,107685.450805592,106598.152568717,109674.514934237,105095.557821169,105770.472366977,106341.978992461,107842.632944568,106059.667602474,109067.773518872,109150.827163921,107983.68803282,108817.143348848,109587.725928212,108621.910307919,109741.520118426
