"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"errorsum",1032648.39884425,55581.0033750047,45652.5841182372,45698.1391958546,40054.4114249247,39685.225812693,39958.61278798,41926.8188787849,43168.3378357252,42960.1340193664,44409.9296657214,45399.6393777047,48367.2195317928,52718.4956258259,53090.6653751683,54443.3199938848,61927.1933452642,61920.6507702271,62047.3055529374,62212.4690313384,62435.6103438899,62837.5324056944,63417.5718288565,60504.4547899743,60233.9067506369,59854.3357351505,60455.3994705855,61245.2137431991,62178.3433454126,63838.9067709747,65255.1937070266,66977.3746307473,69410.1229802096,73728.9065570461,74318.8692292106,74844.1838556735,75686.2795225605,78084.9533770209,81108.3236243701,84807.8296533588,89040.913190375,93193.7567590174,97986.8351753104,102721.51241405,108635.973769143,112642.572811786,116400.449016176,120951.656323515,123188.042942688,126437.972979106,129222.12528226,131207.329120885,133037.171640689,136897.454706241,140616.499724951,143235.598288636,145921.579263016,149689.244977978,153407.167646224,156484.473985101,159762.066291155,163346.117313115,167620.97904711,173676.593069466,182025.483716578,191666.488316016,202302.776316846,212271.285457033,224745.468516502,239749.006125607,253270.958301686,267853.804822426,285080.836084515,302382.004521341,322010.01768936,332701.22329535,340244.703290957,348812.074163688,360546.531007557,376034.097912912,396225.661998864,420702.983284477,450044.333741477,486025.11841896,529166.51234497,566236.858468989,605350.762330062,637399.133001775,675286.708088176,719969.03216552,765066.165982513,809873.21268953,857788.553987495,906991.206171206,958145.056354213,1010825.91888221,1032648.39884425,1032648.39884425,1032648.39884425,1032648.39884425
"errorsum",687493.260825391,57232.4643626771,55535.0907824036,54550.1616207469,53806.1214942797,53780.2884457663,53683.8523405203,53012.2074675904,52772.2119374095,50666.8084616774,46072.6149101003,42350.8485666471,41458.3504132985,42219.5495775626,40649.0070667203,40569.4069052718,48451.9522754295,48401.2485234374,48369.6149026968,51514.3778056393,51535.7471427039,53050.6690675114,53707.9537465735,54493.4340194065,54055.662005474,53491.5584988479,52850.6589601966,52191.1290971009,51847.7548322447,52575.6397683447,61118.975540737,59934.329532895,58187.436980347,60073.2618259905,60397.7199271554,61244.1780697522,61249.5333374341,61201.4368781304,61097.6819738275,61378.6375354773,62887.0327930211,41885.4824558251,43194.5819105024,44508.030482068,48569.645475544,52212.1963574909,56533.3175640897,55002.2372569818,52785.8491474469,51078.0990162915,50641.4876969253,50666.4728657884,50824.3532990901,51181.0203149248,52121.0868118634,52929.6814930301,56351.1143541382,56446.509370819,55456.8571995478,54130.198806053,52989.7848371921,52985.850463328,54229.0089904674,56209.3671361287,60125.9905780179,65510.6886207704,71178.1180382691,77337.7224803405,85003.9862115664,94253.1275393332,102651.565435083,111208.142650531,117638.127721639,124516.759713402,130310.927589442,138019.168644604,144633.466284696,149746.477190463,155004.269492524,161111.135744355,168081.828165776,176726.734412219,188714.827256102,203184.005028595,217076.169973518,231613.022155655,247214.119623911,260698.007891581,276995.820840514,297580.245148519,320800.381893199,344581.500613793,370602.366485382,399659.992016732,435884.443442984,469200.501934257,501062.443522715,536350.725942121,575820.990262164,614116.564100062
"errorsum",794229.102530822,82266.1334448605,80597.2371014633,80507.3847898825,80091.0536610291,73413.7132951745,75896.959897363,76884.2905757194,82988.3314477254,82648.2526425753,82349.9573686674,81319.8809110695,83462.1240676817,85089.7102503938,88630.5749512002,88207.6008722406,87757.917158567,85318.0891119672,83912.3334827324,84042.688158039,85361.8897307415,92571.685419564,93900.2339802591,99163.5159827114,99956.6124391998,101123.722867724,102282.825429427,103025.914111531,105033.90607029,105965.268434501,108577.851281459,109830.555673023,110780.608920758,110707.211567971,110839.1814679,110719.62645159,112767.367915905,116516.964910893,118911.817265458,119220.531543006,119704.430131236,118111.893679893,116823.738819962,117368.886073033,118056.568790526,118615.015922366,118107.640152812,117324.362446244,116294.556270945,117360.638041371,118620.136388997,120192.107587872,120194.265720145,121128.339579469,121003.502259434,121373.153343493,123771.347503338,122340.250051154,120249.224200383,119222.735535941,119598.354459006,120107.575368748,121529.389134083,123247.985233022,124469.873139687,126414.157900944,128498.316590376,130933.808788833,133367.012831001,137292.696922877,143017.24724042,150332.131213114,159133.281292277,163716.898999813,166927.630971231,169510.433426809,173727.30950946,180685.562218157,187961.572449663,197129.983859592,207791.163388822,220861.405877719,235844.578224514,253021.835935547,272823.000183928,296875.799265239,324275.549935492,355902.252833241,393307.043803342,417720.641292716,445089.666272048,476478.691537869,510529.797287132,550998.444719276,598460.302767288,648679.507163426,696080.056615127,749664.432745172,789120.145226555,794229.102530822
"errorsum",909292.238517545,84660.3405956387,71378.8854916642,71143.5490735852,66798.5665593997,66748.9621214835,66517.6114998995,59152.5981313255,58747.0639018601,58386.2556499467,58451.1500568269,58218.3860515396,58280.4797348338,58327.2646344448,57940.4113872367,57472.0146108043,56763.4366503444,56423.3578597283,56063.7511283606,55472.986902835,54093.0260006934,53573.4144335827,51944.2522934842,51225.3096759184,50527.4822031385,49756.0347950175,48739.7177868703,47486.8388939238,45947.8989152941,45794.3237221683,45822.2113395197,46045.0284450862,46991.4127522628,46518.5548525835,45982.4153965102,45771.4504563329,45331.2360849614,45157.8899910616,44620.3295913991,44325.4012063955,43215.2888114349,44102.4221443541,43958.9160126644,44337.1667902529,45530.542133007,47483.162640778,49031.2156863619,51267.8241714884,53849.9769362278,56412.4118363137,59914.7638790229,60797.0142571476,61082.9402121867,61844.466338725,62948.1718030376,64630.9015245338,67567.6292500832,70855.8106332561,73679.7102671116,76891.3220309837,80533.0708631117,83615.2739521515,87872.3963876518,92531.1124285326,96845.6126408935,101477.022436813,107099.406183462,113690.351092596,120775.33861163,129146.471020647,138399.604058369,149486.251750708,161869.437433804,177838.758635911,195898.065633387,216528.669136611,236094.534309204,248409.710119265,262677.001568658,280548.180964414,298951.580398545,318783.649238662,342403.978586175,367358.520473861,395613.951308678,429118.04264965,468867.584583669,516812.776717514,573650.696795781,624571.660343331,665917.856546368,702401.217752724,745179.155502799,795958.345113423,847851.67871462,897688.177963703,909292.238517545,909292.238517545,909292.238517545,909292.238517545
"errorsum",1384195.91656097,73100.2376639012,67262.7731605843,52863.4915818851,52814.3309389131,52758.2551884401,52675.8418918194,51960.6186842827,49308.2914317642,46182.506820146,44006.63582404,43561.5505701765,40970.2510349812,35870.0592003084,32052.3520995039,32127.8290031323,32228.7795699455,32345.6012706358,32679.7146292435,32714.0614310293,32745.1216983145,36049.093854703,36439.2041408024,38427.1778093269,43078.4296956362,46480.4551415529,48733.8336490957,49522.2545230441,49531.678097784,49641.3232978279,50002.2519826741,50566.7454428138,50720.9889692231,50707.4361407406,49957.2332707437,48849.5869203514,48977.3978086873,49085.9205473354,49603.8866815336,50038.4137112622,50398.2737172956,51160.3372453964,50842.7953089576,51193.5058215634,52165.6604262998,53317.8292790116,54818.3835058533,56145.3141922027,57597.3490145546,58821.2089951458,59799.0814474375,60560.7596246777,62030.0505429012,63993.570117389,67630.3637812687,71593.9665904089,75331.2558829201,79118.0714045054,81759.3309246083,85234.7297093549,89772.935280055,96279.4843300634,103946.653179406,111185.590849867,117871.02034232,124962.892360451,133627.312052112,143381.040664371,155262.982165516,169692.662890485,186259.346156765,200533.514088284,217613.65703634,233308.472939241,250759.268043052,270894.371339083,292583.249222379,316166.304815358,344840.913206969,378380.808523108,412927.03119565,438375.508503173,464303.73226813,492194.726613968,522113.302345743,557299.310123603,598844.007478928,647711.929094364,703521.800048833,760355.325380806,826125.320044516,892012.544511181,960843.014827884,1024371.44917371,1087254.18570398,1160993.26345025,1246460.24467689,1327084.16913144,1382975.11996356,1384195.91656097
"errorsum",1608822.0140817,46501.4912445141,42765.8861786959,41298.3692703396,50256.4558166648,74947.3168683227,82461.6720193365,82819.9952306834,87169.2409030948,91815.7015998302,94230.510598817,96312.8086143231,101202.860268601,134956.641610679,136028.276663504,137481.502262558,139112.964333832,159856.728049647,161428.362804499,163629.562148869,167540.380201355,182850.808221658,183271.694137787,183638.048227183,184267.277989442,184955.944909075,184852.832561753,169979.227900989,170243.128807878,170488.303200648,170739.367841553,170776.811331998,171098.227693034,171644.240367488,171624.267544156,172461.310490815,174048.434194839,177378.20026889,181919.979014348,186501.461837931,191538.579232478,196717.421994854,201361.237354021,204087.62094924,206687.143405016,208893.354430899,210304.160565195,211647.060311688,213023.297231704,213704.286278752,214402.395635808,214478.743724577,210117.813477864,205856.044672178,203615.998972057,202296.853398241,200972.063147955,199788.619620938,199616.192869635,200284.12128947,201630.252401748,203681.731282092,206199.642268233,210161.013874339,214388.029900304,217517.130856725,219406.902779535,220707.939955397,221951.722548312,223277.626063198,226080.539734793,230289.984719084,237173.876362587,246263.99369508,256577.673295739,267952.38032598,278986.800736135,293512.203088864,311612.661544305,338842.473413343,370780.355835973,405410.580077758,438370.25701383,476689.821654233,518596.659734997,569117.408365187,628500.226326971,691090.053229911,759509.48398312,833738.49774808,898838.935378482,973099.100687903,1058893.7856608,1131052.69812646,1211526.74487626,1292222.00288456,1380942.05931608,1468369.07561934,1554312.94042981,1608822.0140817
"errorsum",693391.403207697,206803.481720087,198704.561683911,194980.206085746,145546.431838252,143528.082449783,123625.792583507,122831.622448741,121318.753100735,97677.944916481,96379.4053670114,90434.6567114602,89114.1622277353,86718.9993104757,84185.4352662539,82411.317029835,81216.2945815626,77524.4181307199,56556.7649638167,55154.6561535686,54825.8589355737,54030.6744973536,53776.7409559284,53506.1492933027,53234.048409777,52698.1200034885,52453.1696701013,52242.3058151409,51986.9079968236,51000.5773253449,49530.6675657499,49262.9694878102,49266.0152054182,49155.148947368,48715.3919441629,48162.8157358941,47432.8498025207,47331.5636990172,46634.5722701588,46001.8846612048,47350.3515029696,47531.2052872218,47591.8368400441,47819.1169023208,48169.7477718041,48430.3194206235,48299.6025372037,46961.880285732,47078.9079698034,50251.0524663829,54564.5158288627,59859.2592124417,65547.1194412966,72329.7761401292,79292.3722147351,83700.1063287186,89775.9934987985,95659.3489369618,99671.9993858911,102142.783911135,102485.13488742,103203.764977389,103454.551284616,103689.199296363,103395.682110479,103319.839694714,103736.881265947,106633.871262375,108330.172309988,110151.66536242,114112.9434442,118589.465092987,122082.242800291,124773.310354517,128166.774403572,133495.226334952,140443.862279839,148671.649432394,155883.854210327,165163.905316581,173112.685201422,181388.090158617,190975.478973427,200030.199660019,210658.782418543,221718.914752115,235440.82672533,251516.66459261,271569.291804566,293281.064137285,319137.126258801,350128.557427173,378912.832080244,406966.184553683,431117.849451877,459119.499736074,493352.470529029,534120.593374275,577004.082789194,606984.589583801
"errorsum",770057.897651829,75138.3963747928,74279.5918123181,72894.9365555938,71823.0330491106,70536.5521052773,60408.5915446111,59445.2799383108,58520.6231087341,59018.9799377502,58411.3152109933,60465.4623071975,59445.961373036,58910.1989932939,58297.752705104,57127.4586170273,56189.6899605063,54312.7963011288,52875.024110271,51276.5195791677,49871.3708140645,48737.1852117123,46959.4924235642,45462.9339472209,43768.5064355578,41544.4685908699,38921.2225190296,33444.5951158941,32970.9656375882,32559.4495009319,31992.0345141097,31157.3077259653,29799.2860953111,28480.8449576283,27107.5136738125,24897.1341589564,23229.011318349,24043.007089429,24853.8262304592,25858.3294851768,27242.4748376919,28698.0767930571,30008.5627793758,31601.4534934839,32536.704153564,33386.1853085611,34156.2216260081,35837.246088766,37665.0630957268,40844.8368269309,44142.5369059044,47628.1334886147,51559.8934627747,56159.3569838431,60802.2461877811,64675.8086343163,68906.0071432161,72688.695208123,77234.3917929794,81842.4337389479,87275.2327253933,92586.0884908949,98699.229791879,104964.143243672,110865.106700337,116688.436085134,120800.360121829,125506.408334141,131600.387559546,139296.27478109,148561.64840518,156304.384027721,165368.109473162,176438.160908407,190271.524669585,206301.057834859,225287.719443003,246963.985560135,270402.585545157,296066.446254841,324676.129706789,355380.302583395,390901.216359294,427731.301886019,469705.764942962,500715.623364153,524313.022286859,550227.025407416,577343.397407467,605479.134260476,636746.068012828,669874.116217962,705848.261190873,729328.643305382,737976.451926613,746690.31455516,758446.240247645,770057.897651829,770057.897651829,770057.897651829
"errorsum",731621.767843779,74174.1834130354,73693.4759981934,60048.5560469332,58378.7465762047,53544.3508284011,50936.170371845,49979.5346151129,49866.3629190074,48828.1300723518,48742.7536184066,48645.4302047051,52243.6577442507,52059.6073051233,51814.6414606313,51792.7700740935,53197.4261162155,54615.4233335629,58145.528797573,63885.2711855552,77704.1101770857,79112.5837995803,81524.0541387385,85007.7517029483,84606.8528317762,82827.6696201175,81493.9324307219,76463.6131074367,75127.4726448305,73734.1098146029,72589.3669359778,71107.6594819283,69541.745424515,67826.8750025461,66483.9853287407,65298.7654088818,65012.8053223942,64794.5033051466,64262.3186101993,63956.3244200068,64713.7989969964,65700.4995633751,66922.1801017231,68062.3131539205,69003.4555960869,69750.9521720187,70750.41820926,70944.8695623924,71607.4489310241,72976.4777343155,75344.6290861152,78213.73913618,81856.6222265033,86292.2921410369,90322.2439504893,93476.4809948808,98519.2278868302,100092.064141627,101394.803401718,103453.918980695,105492.538424638,108257.941897155,111449.131707057,114439.574058429,117365.355398745,120863.530469688,123819.331153104,126774.273314534,130577.584767136,135337.980564301,141322.183468227,146148.966940588,153014.335684111,162229.427496919,171687.315881796,183313.128768724,192172.165667025,201711.680367036,213894.642380881,226600.745393141,241905.392007916,254989.227953966,268193.542847846,284995.473912026,304251.434293976,327846.204424603,354800.607303764,385571.307758339,411936.450969833,442763.944956619,467857.719737123,493372.102714446,524071.424728367,559440.35080686,596237.464671356,641012.637882795,694580.241566745,731466.781984883,731621.767843779,731621.767843779
"errorsum",674324.35171896,99941.1211125069,90122.4958467227,90027.4717114663,89327.7016169233,77640.2897439912,75320.6777608943,74977.3711095186,70109.938070569,70050.6831806683,72379.5047957345,72619.7124729462,74923.1361206533,74934.0165377371,74704.6552999683,74465.3527794836,74190.248992784,73795.0171487676,91380.4890847984,91357.3430037073,96201.4139523499,95730.2302762664,101111.779666098,100724.973978856,99652.1550489633,99033.3119067277,109073.951899363,107839.403482344,106096.57321828,104445.41214336,102157.363417024,99598.4078924884,97695.7629045472,96197.4742129587,96069.7755911378,93614.5414988473,91883.5680363748,90893.4330474695,90039.7356646674,89527.8183288864,88856.3280835456,88738.7257767322,86170.2299563792,85692.0762903775,85084.2046228696,84519.6994816374,84024.9618686546,83720.783846337,83414.7001868099,83259.5230774549,83457.2898354355,83445.9663809307,83892.6415956442,85002.6213700462,86025.3128237413,86375.6424394767,87060.2390848073,87857.0475507759,88608.612628946,89319.9395227574,90484.737096732,91725.5735655592,93035.7066320126,93416.6211498285,93976.7139715563,94314.9993401909,95179.7006382923,95949.4087889916,96973.8291880397,98567.6424486018,100980.133766256,103088.583896711,105078.164226778,108266.350581081,111658.156269203,115046.818945535,117982.667453751,121393.052401443,125866.327687085,133334.491006372,142869.540539049,156321.041333486,173185.417737866,191966.800409504,212121.937939182,231493.425819103,254401.891366828,281502.53082443,312777.063410212,348798.166951015,383820.496367363,422633.412295242,465887.455329221,511292.11449105,549611.468716554,579182.938754576,613413.570092798,633375.757426223,646834.866801446,663907.582036165
