"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"errorsum",203559.55560854,12584.0129184461,12383.0709792213,12173.9167625066,11997.5531007444,11849.9976114968,11717.9198467318,11589.3165272129,11466.9988060184,11342.6053417193,11212.1123757146,11115.7441495851,11018.4275608263,10951.3210768827,10852.3209367473,10709.0391040451,10612.8985691359,10477.7452288782,10462.1880301748,10383.757002629,10273.9830270892,10146.8815648707,10077.8515055085,9986.64052627519,9830.69450108736,9667.68345662531,9429.9019394115,9156.16995988367,8839.7996734443,8498.73820947546,8083.72104400264,7577.75437582327,7011.89037643204,6476.10338111553,5968.52384705504,5541.9215954363,5134.04367810994,4790.62155267235,4549.77311301872,4386.60392306597,4230.23077499179,4177.82871115767,4193.9964782965,4298.55627133352,4528.5478282047,4827.64247024707,5131.37364762796,5503.24266409935,5954.23364596454,6494.05740946153,7131.76589309094,7882.36750784651,8705.39135873484,9651.6587653518,10769.2052719967,11972.0284206452,13255.9606599228,14727.4726195956,16404.4520212066,18320.5878961248,20513.9730241267,23010.710587721,25660.6401604491,27979.7755702389,30592.6404108334,33634.5193996491,37035.3311486097,40834.228047726,44948.5923678406,49720.6251977008,55176.6820485391,61156.479789897,67207.6776012427,73419.6001911458,80809.3727031384,88264.6828687773,97452.446515682,109008.987943377,119850.520232596,129130.301276084,139698.720048987,150045.892290163,160665.216987772,169897.689380463,175026.169602407,181286.287378388,188917.54389849,198208.872520626,203559.55560854,203559.55560854,203559.55560854,203559.55560854,203559.55560854,203559.55560854,203559.55560854,203559.55560854,203559.55560854,203559.55560854,203559.55560854,203559.55560854
"errorsum",182256.633573212,40617.1013924708,40516.1763599046,40403.9667427527,40280.9222046811,40155.6699985054,42984.9299211281,43106.2639157484,43101.8429297978,43083.0934661819,42993.5280467206,42865.0515302362,42695.4997436935,42501.6614605595,42178.7819216221,41792.0402234439,41364.075923102,40950.0113913386,40773.7433997109,40491.4629645624,44395.2779398894,43726.4306013429,42950.4694802687,42128.372825457,41296.2813723994,40473.8371547447,39664.1051587259,38833.5580871815,38018.4279506773,37193.2003014136,36442.0921272601,35661.6364646891,34915.4378719256,34247.7006616147,33735.9377679911,32404.4205190297,32130.7709200926,32042.4363046085,32059.8956458505,31949.1227731113,31728.0048248154,31536.424534078,31586.6445973379,31762.8950027027,32122.045208412,32790.5522959589,33706.0688852776,34875.6533407997,36613.8766107813,39078.5607338173,41347.0798864602,43652.2793148061,45132.8469367244,46401.4306452918,47535.6482043163,48713.1626362909,49996.6940731792,51402.7741813172,52930.8299875392,54500.8381120265,56083.3441564346,58161.484708012,59659.0251367242,61361.5896488669,63655.5548790199,66247.5112978897,69155.6474615422,72039.174019199,74684.4796669583,78057.5852979926,81625.192402487,85667.6213519118,90319.9537558382,95133.164904941,100630.92599457,107038.163925727,114349.949403829,121335.981004042,128301.74840497,134215.038603429,140522.08372906,145827.592511426,148231.809927634,151364.768299211,155725.72508317,161364.958889165,167156.396037189,173339.111633075,179168.908397538,182256.633573212,182256.633573212,182256.633573212,182256.633573212,182256.633573212,182256.633573212,182256.633573212,182256.633573212,182256.633573212,182256.633573212,182256.633573212
"errorsum",170267.227641614,37169.0321178756,37531.0936379852,38024.145237801,38129.7749014478,38088.4535783107,38045.5821412631,38003.0112985035,38248.3890807084,37496.5502620798,37135.3329888979,36335.9808669382,35520.232181895,34913.0184891116,34602.7305883431,34419.163363955,34163.0378580344,33946.7352017534,33651.8535873953,33495.87928082,33243.3800640564,32968.3869181272,32684.6110901729,32406.9355930389,32247.8274794592,31915.6418019437,31557.4179031653,31176.2236212401,30773.0977550349,30354.1186836567,29922.9647937534,29476.8061374596,29005.7431715692,28555.0560729995,28193.3511931876,27839.4175830332,27496.7743365093,27173.2148273406,26794.1207433607,26378.918633694,25967.9711244145,25577.1124633612,25214.775816599,24887.0249621965,24200.9829548638,23950.4450995096,23875.0676352992,23871.7970569549,23944.9786062888,24083.9121728735,24484.8699441135,25126.8535610386,26013.8504472055,27123.1374181254,28061.6791768852,28953.5752046968,30013.5550684888,31420.0514754648,33119.9185405638,34896.687453,37036.7385780614,39589.8788067343,42562.1803801344,46098.5435738232,50123.6488274615,54681.4465681953,58922.1617534278,63006.4225346132,66314.1282113419,70338.9726451547,75209.6961174076,80538.1730389014,86072.7429200272,91747.4891021418,98776.4681407885,107212.528769358,114545.133810484,121035.875216605,129021.434640715,138891.065123316,146140.812344942,149008.753880416,151689.712299706,153808.447114188,157032.024521549,161360.414511057,166234.450866907,168608.835046509,170143.282103051,170267.227641614,170267.227641614,170267.227641614,170267.227641614,170267.227641614,170267.227641614,170267.227641614,170267.227641614,170267.227641614,170267.227641614,170267.227641614
"errorsum",176562.703573966,30726.0453066177,30260.180340414,29832.4596729812,29439.3755832194,29077.3939262991,28807.5692174177,28582.4871229764,28361.0449285874,28221.4777664929,28094.4947455357,28008.3986944615,28056.8611055362,29398.9184765569,29363.7408694454,28944.4199474861,28435.2783173203,27871.5548742441,25533.6470443718,25282.6223692255,24916.3714465739,24482.843033694,24006.1574717478,23484.1045810482,23008.7219654162,22564.2212796895,22147.560596801,21841.5414174101,21575.955974829,21358.8448870217,21211.5118568991,21015.9637467463,20872.6400673996,20855.5749848509,21021.0234315816,21102.425502129,21369.833862796,21609.756357666,21941.027862897,22401.6561331139,22933.3829445808,23474.6240179377,24170.0634322884,25152.2088649736,26167.1617676864,26631.0648886871,27206.9879516945,27857.5468741565,28518.0346570225,29257.919799058,30009.9840042857,30829.2300609116,31782.4350781376,32885.1111321733,34125.6569407381,35647.4305919421,37293.0842871069,38739.1253997977,40320.3494766198,42137.5207321275,44240.8032220076,46581.7686525844,48402.3780098592,50231.5065894713,52277.9362207236,54630.8037322359,57411.3024598559,60706.36682177,64638.9047650734,69465.5297844803,75171.7929889435,81332.7675479199,87774.8167285611,95215.0201712766,102495.195503782,110989.491997036,119588.306190061,125790.254624819,132589.97331559,138611.711723768,145108.488105231,150638.661284843,156295.477515924,159774.717020563,164088.611393738,168954.716783253,173546.358391652,176562.703573966,176562.703573966,176562.703573966,176562.703573966,176562.703573966,176562.703573966,176562.703573966,176562.703573966,176562.703573966,176562.703573966,176562.703573966,176562.703573966,176562.703573966
"errorsum",214307.769849252,39032.2285385719,38795.8293004916,38595.1769052045,38426.018392959,38279.6636611174,38148.5966308739,38034.6978542386,37948.4587422907,37762.6861696473,37788.3948657234,37845.8193187197,37856.3238841454,37839.7551432896,37828.4749843192,37740.444581382,37652.3449291937,37566.0591074603,37478.5069241843,37388.4052847922,37302.0736636575,37601.9981916044,37669.0109761945,37682.1562801051,37666.1241294029,37719.2167322785,37748.8627384253,37639.651173579,37532.7431403406,37429.9962822944,37355.5671420834,37325.4457450313,37335.1910942597,37441.8787262334,37647.036570374,38008.5497882686,38375.4436734343,38590.2056425185,38848.003129797,39172.8430961279,40162.3264696441,40625.0335485982,41017.5747913614,41387.2929879013,41991.1395108521,42586.7588809728,43158.2109095206,44153.4610052869,44955.1578469708,45905.1846712147,47039.4575261577,48065.1162219377,48419.009056846,48974.5381341611,49640.826259306,50280.7756514731,51293.0738464541,52461.0341528937,54023.3847534181,55858.3694209096,57892.1839331567,60200.4182282251,62989.7655123047,66311.3463056812,70245.4390915075,74781.6483615353,79249.4899346352,83417.6907064937,88947.5133921578,93934.9245106987,99675.9396364307,104327.672971965,109514.080095906,116135.056690776,123773.386840717,132201.856094502,141370.465944215,150454.681195752,160655.002963926,172558.106051908,186117.066708614,199158.784722315,209058.43562346,213939.843648626,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252,214307.769849252
"errorsum",316856.817198391,94686.9321606707,94599.9840889488,94492.0229233254,94365.8299975796,94227.270848791,94079.3246852389,93919.1433966687,93748.2376085557,93570.3483422849,93383.047200352,92923.7973053588,92942.946043498,93024.9211016921,93058.8100049969,93076.6372651603,93065.6394839155,93039.3538657649,92989.6139636405,92918.3287609672,93037.4593796089,92917.2310668465,92681.1795836159,92432.662083484,92139.461835638,91803.7411082125,91412.3442206426,90939.0726255642,90400.6200190255,89931.3982306713,89106.9947103802,87988.6265977,87218.0585582747,86546.4738115356,85855.1820313164,85157.3783516834,84374.5208491317,83432.4169649195,82712.9335009101,82535.8756090569,82424.391075529,82427.3772615326,82597.3307587661,82847.4318064969,83184.6016556055,83852.653387502,84661.7263142642,85763.477888429,87056.5346046671,88590.2358125521,90283.4643338785,92217.7177528833,93922.6055483363,95400.4008579773,96697.2799996755,98771.4724664305,100603.498358989,102783.700874314,105447.255554033,109095.496488011,113542.495191969,118841.388482508,125082.066964548,128551.343155633,131816.557138064,136034.864287459,141313.180246062,147713.048889244,155381.158975182,164452.509832741,173625.928540733,183197.863231979,193399.752232004,203923.865986147,214675.66030115,224467.284706111,235160.360578938,245422.683514061,255382.992655169,265714.043405551,277882.727189171,287243.081049681,290850.756015533,295135.521170381,300229.926448796,304557.357732936,308674.118077678,313535.078118778,316856.817198391,316856.817198391,316856.817198391,316856.817198391,316856.817198391,316856.817198391,316856.817198391,316856.817198391,316856.817198391,316856.817198391,316856.817198391,316856.817198391
"errorsum",239814.341056367,63144.5727435102,62889.3700328417,62657.5384908236,62443.0523483157,62240.7485091072,62047.9949749332,61867.6252146957,61690.9109253743,61514.7720166206,61375.5797814302,60989.76354058,60895.3868456189,60877.5281950346,60901.885921143,60948.7112068867,61072.9452666001,61272.7818435954,61487.2400702449,61699.5110247735,61929.1773244118,62254.640787268,62655.0274510953,63083.0243839141,63564.2328651092,64090.0590478687,64703.2998184431,65320.5689133685,66076.9245381594,66512.8710660079,67545.1767752459,67894.3625429089,68123.5588439618,68370.6122942468,68603.3372697362,68859.7376428374,69047.0052838726,69262.1350125592,69519.2861490761,69821.4780274685,70157.5690028614,70542.0802135223,70792.3607222502,70982.6207949521,71176.5880359002,71092.637118633,70957.06199236,71052.461195716,71481.7093447439,72097.3413009818,72884.6597536505,73743.499840246,74721.4087424039,75651.2641575652,76636.0554071354,77620.9307950176,78921.2460461984,80295.2991568406,82201.3007409207,84398.7400681406,86995.0935884643,89862.5453961408,92954.298269483,96597.456760302,99069.5503266948,101627.615162192,104797.250590467,108193.883433035,111888.43938233,116604.716886549,122750.492309153,129416.125032964,136901.959032375,144749.586862914,153306.024123359,161122.170807055,169853.441013523,180141.86347279,189600.809924533,198174.933136939,202895.17827367,207896.943847102,213994.198443981,221656.163884588,231125.358211599,239189.460020146,239814.341056367,239814.341056367,239814.341056367,239814.341056367,239814.341056367,239814.341056367,239814.341056367,239814.341056367,239814.341056367,239814.341056367,239814.341056367,239814.341056367,239814.341056367,239814.341056367
"errorsum",195680.786051003,23353.8631321164,23163.4669700622,22980.3736266205,22801.1057819482,22620.8120444562,22439.1425688312,22257.3703127696,22074.3708987414,21908.5037602119,21633.4836077612,21445.042787356,21286.9265951807,21134.9222120242,20986.6624408985,20840.5282440098,20695.7822350704,20546.4581808798,20399.2447806941,20264.0906518704,20143.7047491988,20044.3119705629,19967.3676899724,19915.3963493021,19938.7714768026,19892.2797962506,20103.6675636418,20466.0255064598,20916.0329335819,21073.8507166136,21100.2716054453,21026.4939298224,20961.0333371362,20891.1735867851,20914.8488181758,21018.0072036911,21158.2954195082,21328.2997758058,21691.1880246252,21970.8543180739,22397.8994865325,22806.0267539209,23307.1856568661,23644.6800913814,23989.5490735473,24469.1677806734,25090.6901202911,25661.7887013615,26154.8059615865,26663.4029336664,27131.115703259,27595.3824370054,28148.7196450554,28794.5251877667,29547.7402589188,30426.5493189642,31415.6289026052,32576.652160098,33945.9256986283,35558.123481426,37462.3170593067,39586.0338650252,42086.710012902,44961.4418602879,48270.7215167609,51575.8385093837,55501.415149101,60137.0017715565,65483.5362866205,71195.1036403959,77250.5622546827,84126.3632368425,91776.5861958468,100626.362651055,110904.866292632,121742.51080622,130462.300908151,140889.512621132,153066.761865466,161857.269428644,167528.373702887,174296.535998308,181008.837640905,186015.320852297,191418.337479888,195090.277436915,195680.786051003,195680.786051003,195680.786051003,195680.786051003,195680.786051003,195680.786051003,195680.786051003,195680.786051003,195680.786051003,195680.786051003,195680.786051003,195680.786051003,195680.786051003,195680.786051003
"errorsum",195847.259284854,39357.0738713181,39458.3591721556,39591.79462701,39760.842691875,39942.4898931682,40112.0068646717,39935.4616572287,39695.5484812263,39829.0883732596,40002.8134878896,40121.3324653784,40231.8234987999,40348.5221547834,40473.2779418846,40650.4530472092,40729.5554872824,40605.6125552058,40443.8421779749,40286.1305808251,40134.6888431336,39992.2644899527,39980.5650400046,39923.8228479981,39834.0497006009,39722.2775343045,39581.3327377326,39279.5874665522,38580.8429079939,37805.3210841273,37559.379437981,37322.7604255442,37059.617217089,36767.8042236623,36440.7308150739,36056.8175918933,35706.3804778256,35399.7236238626,35140.2092057297,34883.280815866,34680.4822858901,34776.1185187874,34785.2861446121,35099.3088570301,35624.5896760669,36151.455329589,36905.4822205855,37806.720851899,38821.579759988,39972.3578020752,41312.3689593554,42846.1440763534,44642.746032068,46939.2425358923,49434.2977959958,52150.1728673242,54328.5831218844,56273.0227165331,58488.5413959196,60956.7426633422,63795.1798926469,66997.416940314,70501.1443366273,74360.6027243124,78640.4537395176,83402.2102901206,88120.6756590844,93688.4831531425,100371.983002052,107924.304279115,116608.127937084,125594.890248084,134695.11710326,143148.769183267,148870.709008289,155104.255547153,161669.985686748,166503.49115668,171543.122134084,175242.749408495,177408.557121452,179927.685488794,183005.413964962,186723.69863272,191209.910285554,195285.605886617,195847.259284854,195847.259284854,195847.259284854,195847.259284854,195847.259284854,195847.259284854,195847.259284854,195847.259284854,195847.259284854,195847.259284854,195847.259284854,195847.259284854,195847.259284854,195847.259284854
"errorsum",174162.284986202,28474.6210228701,28483.8765805811,28700.9203981211,29347.9864860358,31040.3255402062,31499.7131262064,31752.8751060877,31980.9448620619,31377.5689731487,31393.2900347961,31315.9745069726,31210.958441919,31128.932632061,31061.9336409062,31193.2954573051,31311.5179297642,31398.0416838607,31459.1060579127,31574.2029344611,31531.6376060547,31456.6803985897,31373.7576778712,31267.2321452042,31244.563199232,31223.8078469462,31206.5224115202,31178.0426097207,31050.8555539551,30727.4411701811,30354.232362775,29875.5395203404,29155.9765140813,28528.6604139837,27888.0390178688,27347.3357962982,26959.079223057,26726.7331003039,26717.5754732709,27044.9134801418,27650.7779150691,28572.0005499991,29573.4666709467,30938.6690582086,32210.6101831285,33621.0675065417,35228.3979345021,36753.4953862413,38172.0989754437,39718.1334149557,41458.634143155,43335.1728776485,45334.5263551513,47511.5659445745,49903.6549511322,52219.1409512177,53727.9658449365,55194.3221828997,56948.008090354,58992.8118998896,61209.8819373142,63094.704799639,65076.1411959402,67349.6916545651,69908.6929746559,72485.888061417,75136.9277285337,77747.1258176288,80540.9486494016,83373.3126823381,86772.2945488811,90998.8981311915,96673.976578918,102894.521466911,109546.827204992,116213.380596555,123826.956896799,132783.907295735,143428.163620993,152827.571111633,162038.990709643,169058.821614438,172094.607133106,173946.119806809,173599.535290482,172169.274947355,171404.935200059,171563.39252151,172038.694989879,172923.371114491,174162.284986202,174162.284986202,174162.284986202,174162.284986202,174162.284986202,174162.284986202,174162.284986202,174162.284986202,174162.284986202,174162.284986202
