"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"errorsum",189854.038150004,35619.9401532191,35004.0720937334,34378.3028867167,33658.3660550889,32504.3552665575,31637.840468875,30703.2648374146,29798.0421368045,28906.7712017929,27965.1420552879,27019.9129383855,26032.3892133352,24597.4186709957,23281.7848867905,22341.3683529437,21475.9105471953,20656.5360297631,19859.9437769752,19194.0672722633,18632.1296637627,18179.3123685723,17596.7676172917,17302.3945790902,17038.8533752251,16798.4689441372,16554.7628731344,16332.3837079934,16101.7761199969,15855.4284354919,15567.7405882496,15267.4348340909,14964.0263216338,14670.860942266,14396.7782551144,14128.3959678309,13844.5813668989,13543.9402756898,13132.6449762787,12923.6504971085,12790.5208671061,12651.7803445717,12556.8351134803,12459.8168367225,12385.1369815323,12309.1090136568,12271.4517616635,12288.2834796898,12318.1893773122,12409.7581229218,12554.4731494856,12777.5914990184,13177.0309194034,13629.0396479161,14151.4346608653,14892.9920218042,15608.4806920856,16335.4807040675,17184.3263500152,18185.6453755285,19389.1647564763,20855.6722548267,22611.8620180841,24686.5528110653,27045.7913220735,29524.8115922917,32453.1508490961,35777.7002307484,38915.960641132,42446.458788947,45821.0792896071,49607.4917083019,54058.1077399047,59448.2054842933,65889.9922936897,73403.1179131345,81086.2232371256,88671.4571998317,97818.1122184177,106568.833238374,116565.893151967,128632.739591538,141619.351071428,154852.033463533,168277.940284778,180491.598802589,185342.794935416,189854.038150004,189854.038150004,189854.038150004,189854.038150004,189854.038150004,189854.038150004,189854.038150004,189854.038150004,189854.038150004,189854.038150004,189854.038150004,189854.038150004,189854.038150004
"errorsum",126022.772607893,45598.7723097758,44994.7432760746,44409.145287289,43851.2267826528,43254.9569476237,42629.7435359814,41951.6069933384,41221.9563862262,40520.5163515026,39973.396622759,39694.9328884057,39364.4792655662,38973.965467761,38418.3822679374,37667.5005531208,36745.2623440723,35939.5778610375,35129.7178008221,34309.9392464157,33504.9929452665,32775.6350897781,32069.8650754579,31196.0970188079,30368.6512480541,29546.2471117204,28733.8274281793,27682.2533763352,27002.9094280142,26349.7740586505,25771.7879008234,25159.1658843574,24347.1421254343,23505.8356544396,22683.9425215092,21898.9695029318,21137.2442900371,20400.5100797077,19691.4542959764,19045.8526615479,18419.4430390229,17829.2897621247,17330.1597736336,16785.9110169558,16520.4207201487,16294.753440811,16150.7272992045,16028.3350818597,16098.3677796859,16269.1160593006,16516.254345554,16953.1922386419,17565.6794438293,18318.2598772451,19211.1437686857,20329.3781645403,21630.5809633629,23213.846227831,25052.6585292686,26716.3925303338,28604.2997836067,30734.3727588557,33251.4986124928,36060.9329895473,39413.2343473118,43246.5014790921,46321.3480282636,49246.76618856,52293.6062043524,55176.1749483983,58912.8021928689,63529.2055443436,68657.6043352742,72389.6090993978,75357.2772865555,78943.0635346447,82371.0048199413,85938.1782578608,88712.8110333336,91981.5293884111,96205.9022844269,99524.5571331901,102619.99122142,106571.50011497,111436.031808923,117051.630479362,123874.404887086,126022.772607893,126022.772607893,126022.772607893,126022.772607893,126022.772607893,126022.772607893,126022.772607893,126022.772607893,126022.772607893,126022.772607893,126022.772607893,126022.772607893,126022.772607893
"errorsum",152071.185321118,37808.0612139491,36876.8434848156,35867.5938553247,34800.2411452911,33682.8148317963,32527.6805086694,31345.136287588,30185.0582111123,29080.88134743,27981.7576048817,26915.8533295814,25790.3234906033,24689.6807903887,23690.6447339754,22704.6635734142,21746.2563357059,20822.0901318839,19963.0179274402,19180.0211083736,18408.544299959,17702.0135833894,17098.5258822307,16551.772905891,16045.5519711472,15559.8200643016,15083.9928653242,14487.6610101447,13870.0146122872,13411.2174945041,12924.4708070223,12526.2259767273,12111.1964389304,11795.1775816454,11486.9920769355,11184.4004193797,10806.4132416671,10479.483046852,10210.8987581519,9946.25519665771,9646.12043290266,9291.05619664268,8962.79624695477,8656.78651693307,8355.27268824931,8068.25699676381,7842.61316254868,7762.49063022302,7742.11863830121,7793.24895052143,7944.41236774245,8167.96382490576,8402.43380960445,8621.71343029633,8873.92036288911,9240.69332743796,9742.29683648631,10408.6218047775,11246.4503565843,12184.4386537461,13314.5975673733,14722.9993696438,16456.0575277964,18466.1305552219,20758.298710985,23590.8094283328,26967.9288538979,30461.0101088883,33918.7954301509,38047.6872199978,43067.5687805984,48478.3954959748,54475.549473405,60528.6670328787,65183.4929664147,70536.3568049122,77109.8303204058,85134.6197472774,92223.0719718152,100447.147236334,109953.451288844,120129.058929503,132275.708215954,142125.964973384,148559.893674955,152071.185321118,152071.185321118,152071.185321118,152071.185321118,152071.185321118,152071.185321118,152071.185321118,152071.185321118,152071.185321118,152071.185321118,152071.185321118,152071.185321118,152071.185321118,152071.185321118,152071.185321118
"errorsum",114446.924782228,46858.1791862974,45000.0121296351,43126.4465514265,41352.396023825,39694.7017874002,37756.7467014074,35977.14159657,34319.1309369178,32793.3151482669,31785.085616164,30619.017444104,29466.563714473,28087.7623877461,27170.1851899988,26368.4022158229,25706.3300033398,25122.5596561052,24573.0332147169,24078.085686034,23611.2058240273,23171.838406083,22869.5884682157,22485.6254842724,22089.3765115452,21706.1681228694,21341.6466342293,20940.2365712963,20504.8661326552,19956.7492432013,19196.9124720579,18236.0715711696,17310.3540099916,16359.3548422798,15606.2497288277,14559.1532989022,13632.0052429498,12790.5175722907,11982.7125455817,11178.9120326501,10350.6242065219,9555.17449585718,8963.61958544678,8548.01585709249,8217.86017527583,7967.8695678075,7837.60518692538,7825.09575364951,7909.61221557843,8061.10729457211,8304.90171724513,8557.35502909879,8846.79118978243,9133.99853135236,9390.53159465169,9614.05492662665,9912.8178104016,10239.7371907198,10688.2960667357,11264.3784991621,11964.1340214789,12874.9932987343,13880.8160838322,15252.1564896703,16950.2369724806,18777.3489778695,20999.1658002537,23664.3231643239,26850.9428833436,30665.1814752589,35158.6318834932,39392.6842820695,44654.1707413635,50722.9438341553,56959.9218349319,64449.6370980087,72202.5193854709,78512.4144126831,84140.1158898842,90318.2561642229,96357.7291085396,100080.757295191,103457.795121114,107416.620389033,111838.977834432,112699.744424394,113483.984610076,114446.924782228,114446.924782228,114446.924782228,114446.924782228,114446.924782228,114446.924782228,114446.924782228,114446.924782228,114446.924782228,114446.924782228,114446.924782228,114446.924782228,114446.924782228
"errorsum",141986.650667792,97029.0058007867,94940.0672735029,92823.7405250922,90807.0241322604,88704.3297327964,86416.7299971463,83956.3015484594,81307.9729413552,78490.7469346523,75522.0621903366,72414.5892899183,69191.7523248878,65879.3753208875,62500.2222710071,59169.5844203297,56338.2611105262,53650.2644973259,50914.5892101221,48047.476659576,45046.3829616269,42276.8702609175,39204.304142138,36241.4488079775,33432.4587655624,31015.0399375368,28816.0004873054,26918.9878053878,25240.1403581326,23694.365663047,22111.4920334544,20677.0553040532,19422.852811568,18216.4185674828,17169.3653613737,16179.664145675,15320.7329271376,14641.7583199983,14028.8879829629,13536.2172373077,13146.9299008738,12958.0943704151,12618.130918059,12351.8984910903,12230.7608177998,12272.483358023,12449.9847114663,12751.2435339621,13200.2163745262,13797.8946152228,14545.6840559683,15403.9381766585,16307.8970208958,17154.8445118795,18174.8273229295,19446.9927182605,20928.4949932533,22433.277449975,24152.0879471608,26208.4348260244,28434.0538936785,31004.5192412927,33946.3119132509,37482.8451209369,41407.3717781182,44990.2380908568,48817.9611508095,52716.9700942556,56988.3225736536,61194.3381979244,64775.8707125174,68927.1553435153,73996.7843744859,79369.7858140059,85020.0048167271,91240.6504720654,97419.4952370924,101953.749413979,106356.070173602,111344.675833175,117159.143695127,122027.137893966,126576.475680134,132178.949592277,135803.908277618,138178.379269152,141095.389392763,141986.650667792,141986.650667792,141986.650667792,141986.650667792,141986.650667792,141986.650667792,141986.650667792,141986.650667792,141986.650667792,141986.650667792,141986.650667792,141986.650667792,141986.650667792
"errorsum",189721.00099754,60130.0406136412,58290.1561595741,56337.1023382753,54314.8472204624,52323.5952384056,50488.9382563847,48629.946806941,46934.8824749994,46061.9148864906,44943.6149404317,42941.7015342176,40889.8279819644,38855.3308316169,36745.3399506949,34744.394590941,32846.581852582,31388.881920162,29923.7715214262,28428.751268393,26899.2023004574,25203.9871684363,23461.290538599,21431.355164854,20533.767703803,19641.4705759719,18733.6054552162,17594.4232256325,16475.3094174062,15401.8742578921,14542.0159950194,13891.323153213,13403.1801847871,12928.7341451901,12456.2467529237,11969.9878393708,11476.3382756088,10979.7970612678,10486.0481316484,9996.22291490421,9523.22488355835,9062.29693426697,8665.2459319797,8401.09389372207,8169.96653712359,8032.82400833732,7923.99652243763,7850.59256768917,7818.35104432722,7837.11104955691,7945.72413775482,8123.53891445803,8381.21710842586,8835.79356810559,9457.43564199598,10166.1383682438,10959.7955127536,11819.145302758,12905.2168844182,14225.1007883116,15683.9295682943,17346.3720222559,19292.7930195022,21495.3638657218,23939.9954958837,26911.1138584179,30544.1232828548,34769.3581530415,39929.3401141461,45760.5922848584,52454.3777756785,60556.7427137068,68778.89987639,77439.0143694523,87591.591029638,99592.5238552948,109753.92798812,118519.122167598,127729.226643101,138417.022705929,149480.941406502,160730.178110993,171567.722684063,181853.643658933,189442.921711375,189721.00099754,189721.00099754,189721.00099754,189721.00099754,189721.00099754,189721.00099754,189721.00099754,189721.00099754,189721.00099754,189721.00099754,189721.00099754,189721.00099754,189721.00099754,189721.00099754,189721.00099754
"errorsum",135271.714036898,40985.4122570107,40080.6308046241,39178.406072164,38233.8600780772,37218.0123311671,36068.2979578299,34794.7448498365,33504.3038271702,32191.0460159773,30851.8757364131,29510.85837108,28347.8803495582,27419.0171996501,26482.8423421518,25487.0151814154,24440.0067794923,23378.2876717874,22265.2063011621,21128.9811303466,19981.7600892577,18859.9724382387,17771.7537424543,16726.3542722463,15741.6639469884,14842.6149736683,14035.8388970249,13450.3685572135,13072.4263168786,12510.3303552775,12084.8905043362,11716.0825170013,11401.6344252435,11092.3094659821,10820.2421605379,10837.3657070562,11054.3471687967,11348.7774866228,11656.2374298804,12047.9654573278,12469.718130586,12860.6582308025,13219.870925647,13622.2981936808,14056.0459997958,14566.014740999,15115.1762400777,15650.0483996403,16023.2887325598,16333.0255555121,16726.9356431775,17231.8224044165,17965.1691428548,18726.7408885506,19548.6996126709,20334.0070278834,21188.5012357162,22208.8531691374,23293.4960751532,24580.0919818179,26452.7039117853,28774.0173833866,31421.909563579,34483.1991456671,37394.749908527,40230.3949828567,43509.731755329,46959.786969056,50947.2413166108,55883.7598907402,61788.6430740496,68754.7917071638,76690.6345385945,85096.0801786333,92677.9583941017,97972.5169044494,101912.02627683,106639.783870632,112259.675308495,119069.238625072,124113.794263816,129019.996200996,132001.664637657,134353.116597016,134437.593397442,134751.537553577,135271.714036898,135271.714036898,135271.714036898,135271.714036898,135271.714036898,135271.714036898,135271.714036898,135271.714036898,135271.714036898,135271.714036898,135271.714036898,135271.714036898,135271.714036898,135271.714036898
"errorsum",180226.907864857,42342.7542359746,41588.6929990796,41160.4540906407,41052.1063097618,40482.1699893794,39989.9086855171,39615.7889501121,38733.0054931008,37851.7840221536,36927.151474788,35719.8904586962,34503.6938329495,33259.340400931,32106.1598750111,30962.4842608748,30083.1623184367,29093.0606460815,28111.6805902073,27129.8396576217,26140.0403154208,25050.5627939819,24085.0499230647,23214.9365450036,22299.5876528184,21362.8577276742,20427.7088597738,19703.7315002703,19205.8767360897,18723.0556333785,18261.4696113884,17538.6036668499,16997.605538494,16642.0855400345,16306.9216640699,16022.0944914797,15841.1470787861,15701.4471707233,15377.1946279368,15017.4743237397,14738.4080868636,14516.7746743158,14358.2532911663,14305.5667404831,14506.8713264696,14838.4129083803,15289.4211202672,15657.9210594136,15826.9942494933,16047.2661897293,16317.1115492481,16626.1061809622,17007.3071855844,17492.9339828739,18117.0335802085,18938.8661345319,19670.3804644274,20315.4808455247,21010.1619700464,21825.7106794743,22797.4255851077,23869.4613963177,24965.2112445775,26419.2282659381,28257.2542348782,30529.7396323459,33301.7995300642,35926.2576207657,38839.7608624685,43511.6805979419,49438.103069603,56863.2767071041,65485.674382565,74996.289047498,84848.134784959,96367.1807115298,107755.914579462,117808.287121153,124983.393027485,132034.866613139,140598.879265535,150839.350247785,160548.203661528,167608.713963464,175709.178590222,180226.907864857,180226.907864857,180226.907864857,180226.907864857,180226.907864857,180226.907864857,180226.907864857,180226.907864857,180226.907864857,180226.907864857,180226.907864857,180226.907864857,180226.907864857,180226.907864857,180226.907864857
"errorsum",116269.1558615,28379.5416643364,27500.2670051232,26414.8448901387,25335.5355143021,24748.5414988897,24298.6987052553,23913.4337079274,23555.6757171722,23194.967939083,22866.2405371399,22596.4435535857,22352.7990055074,22066.0086600796,21770.4142240349,21481.0075442233,21191.8999111933,20897.2449298041,20600.5282469998,20304.4585317482,20005.5278755837,19711.0615637516,19435.4618217648,19170.5716425746,18857.2655086764,18527.0173606201,18220.9239990471,17918.5024620881,17589.6370408661,17236.9675087015,16874.1682893723,16458.9595825349,16030.9149297161,15588.5256506182,15134.0206714722,14673.2409916957,14276.8295396552,13868.3824744813,13425.9794436849,13033.7453091792,12678.9606387821,12319.3343249816,11950.0495139376,11619.4923496412,11275.2513435513,10929.5979509683,10620.2944897919,10358.3870109221,10142.1022895347,9958.9234085705,9835.72954923168,9821.26535962978,9864.36157806946,10074.4266421955,10391.5816873555,10759.4646259432,11187.4451682417,11704.149623353,12290.5690373003,12968.6847007385,13818.10210847,14893.3128493843,16222.3196946129,17670.7679057215,19477.3649630374,21666.8476310859,23888.761236026,26092.9752350511,28496.1975024237,31458.5908970997,35043.5112096914,39196.0851703944,43648.909903575,48481.2920635029,53834.2377103655,59864.4521110962,67107.5233408118,75026.5189436399,84325.5906528048,94985.2585998181,102030.676086812,109228.536195857,114896.641065978,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615,116269.1558615
"errorsum",127089.562738785,54834.5944949626,53036.2278407047,50916.0734779456,48186.1661373731,45475.0672799731,43121.6666187022,40922.1352053023,38825.3264683079,36782.3132759197,34734.8427022962,32825.3164442761,31020.625874674,29369.1340187701,27561.6533607831,25923.338414613,24343.6594069295,22986.9353038517,22285.0929849292,21324.6580321988,20323.7245388354,19519.6186978502,18463.7856460375,17791.6486434183,17212.0807004377,16753.4322874214,16077.6517897098,15430.8378618592,14898.751617816,14510.8719939551,14254.6660346496,14039.9176203379,13859.3739732584,13721.0427326101,13628.1124377124,13561.5694567052,13433.2433393448,13264.3521228055,13055.0649773269,12870.3395993434,12607.8394215864,12347.5041660821,12091.1215316572,11889.4941788225,11753.3972835483,11713.0567627572,11714.8656954462,11712.0781211857,11701.3284395537,11689.8996393354,11799.6187307805,11987.1855431981,12259.1850117482,12581.8066494883,12971.695186618,13444.2857173674,14044.561618941,14741.7696538505,15506.9296892826,16281.4243870821,17169.8070098794,18146.6217361747,19141.1879149175,20420.1122178765,22007.7013485725,24190.6530709568,26896.6918287885,30206.8739626745,34264.4876335928,39193.2713064322,44003.2411254339,49289.1105258402,55385.904802118,61943.4473300872,69085.1510895119,76628.4994060001,83551.3928731584,90307.8278209037,94894.0257160942,100383.778457281,106343.17100534,111896.826355633,117935.844671981,121972.784760572,124316.471839139,126576.316039576,127089.562738785,127089.562738785,127089.562738785,127089.562738785,127089.562738785,127089.562738785,127089.562738785,127089.562738785,127089.562738785,127089.562738785,127089.562738785,127089.562738785,127089.562738785,127089.562738785
